group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=8,simd8 map,30,,,955456.0,ns,120094
size=8,simd8 map,30,,,1921365.0,ns,240188
size=8,simd8 map,30,,,2875371.0,ns,360282
size=8,simd8 map,30,,,3870256.0,ns,480376
size=8,simd8 map,30,,,4944796.0,ns,600470
size=8,simd8 map,30,,,5795170.0,ns,720564
size=8,simd8 map,30,,,6753565.0,ns,840658
size=8,simd8 map,30,,,7648842.0,ns,960752
size=8,simd8 map,30,,,8577138.0,ns,1080846
size=8,simd8 map,30,,,9579253.0,ns,1200940
size=8,simd8 map,30,,,10561450.0,ns,1321034
size=8,simd8 map,30,,,11490304.0,ns,1441128
size=8,simd8 map,30,,,12543094.0,ns,1561222
size=8,simd8 map,30,,,13493739.0,ns,1681316
size=8,simd8 map,30,,,14363433.0,ns,1801410
size=8,simd8 map,30,,,15329642.0,ns,1921504
size=8,simd8 map,30,,,16315888.0,ns,2041598
size=8,simd8 map,30,,,17262270.0,ns,2161692
size=8,simd8 map,30,,,18232355.0,ns,2281786
size=8,simd8 map,30,,,19152524.0,ns,2401880
size=8,simd8 map,30,,,20158434.0,ns,2521974
size=8,simd8 map,30,,,21161986.0,ns,2642068
size=8,simd8 map,30,,,22087480.0,ns,2762162
size=8,simd8 map,30,,,22904669.0,ns,2882256
size=8,simd8 map,30,,,23953576.0,ns,3002350
size=8,simd8 map,30,,,24954263.0,ns,3122444
size=8,simd8 map,30,,,25902257.0,ns,3242538
size=8,simd8 map,30,,,26819477.0,ns,3362632
size=8,simd8 map,30,,,27770551.0,ns,3482726
size=8,simd8 map,30,,,28678233.0,ns,3602820
size=8,simd8 map,30,,,29644054.0,ns,3722914
size=8,simd8 map,30,,,30589067.0,ns,3843008
size=8,simd8 map,30,,,31669601.0,ns,3963102
size=8,simd8 map,30,,,32593865.0,ns,4083196
size=8,simd8 map,30,,,33516711.0,ns,4203290
size=8,simd8 map,30,,,34444431.0,ns,4323384
size=8,simd8 map,30,,,35543217.0,ns,4443478
size=8,simd8 map,30,,,36413432.0,ns,4563572
size=8,simd8 map,30,,,37371742.0,ns,4683666
size=8,simd8 map,30,,,38388283.0,ns,4803760
size=8,simd8 map,30,,,39279543.0,ns,4923854
size=8,simd8 map,30,,,40297864.0,ns,5043948
size=8,simd8 map,30,,,40996838.0,ns,5164042
size=8,simd8 map,30,,,41966854.0,ns,5284136
size=8,simd8 map,30,,,43158601.0,ns,5404230
size=8,simd8 map,30,,,44115660.0,ns,5524324
size=8,simd8 map,30,,,45040509.0,ns,5644418
size=8,simd8 map,30,,,46109152.0,ns,5764512
size=8,simd8 map,30,,,47129881.0,ns,5884606
size=8,simd8 map,30,,,47952681.0,ns,6004700
size=8,simd8 map,30,,,48978236.0,ns,6124794
size=8,simd8 map,30,,,49803380.0,ns,6244888
size=8,simd8 map,30,,,50814604.0,ns,6364982
size=8,simd8 map,30,,,51748103.0,ns,6485076
size=8,simd8 map,30,,,52842329.0,ns,6605170
size=8,simd8 map,30,,,53537949.0,ns,6725264
size=8,simd8 map,30,,,54670243.0,ns,6845358
size=8,simd8 map,30,,,55588644.0,ns,6965452
size=8,simd8 map,30,,,56562118.0,ns,7085546
size=8,simd8 map,30,,,57743048.0,ns,7205640
size=8,simd8 map,30,,,58621212.0,ns,7325734
size=8,simd8 map,30,,,59443267.0,ns,7445828
size=8,simd8 map,30,,,60492946.0,ns,7565922
size=8,simd8 map,30,,,61382938.0,ns,7686016
size=8,simd8 map,30,,,62298258.0,ns,7806110
size=8,simd8 map,30,,,63412479.0,ns,7926204
size=8,simd8 map,30,,,64182783.0,ns,8046298
size=8,simd8 map,30,,,65088770.0,ns,8166392
size=8,simd8 map,30,,,66157674.0,ns,8286486
size=8,simd8 map,30,,,67123083.0,ns,8406580
size=8,simd8 map,30,,,68069414.0,ns,8526674
size=8,simd8 map,30,,,69028554.0,ns,8646768
size=8,simd8 map,30,,,70015775.0,ns,8766862
size=8,simd8 map,30,,,70024459.0,ns,8886956
size=8,simd8 map,30,,,69987024.0,ns,9007050
size=8,simd8 map,30,,,72336992.0,ns,9127144
size=8,simd8 map,30,,,73818778.0,ns,9247238
size=8,simd8 map,30,,,74750966.0,ns,9367332
size=8,simd8 map,30,,,75655878.0,ns,9487426
size=8,simd8 map,30,,,76782781.0,ns,9607520
size=8,simd8 map,30,,,77459049.0,ns,9727614
size=8,simd8 map,30,,,76792350.0,ns,9847708
size=8,simd8 map,30,,,78209798.0,ns,9967802
size=8,simd8 map,30,,,80458450.0,ns,10087896
size=8,simd8 map,30,,,82096430.0,ns,10207990
size=8,simd8 map,30,,,82742594.0,ns,10328084
size=8,simd8 map,30,,,83409097.0,ns,10448178
size=8,simd8 map,30,,,105292737.0,ns,10568272
size=8,simd8 map,30,,,102291607.0,ns,10688366
size=8,simd8 map,30,,,85404131.0,ns,10808460
size=8,simd8 map,30,,,85243816.0,ns,10928554
size=8,simd8 map,30,,,86091446.0,ns,11048648
size=8,simd8 map,30,,,87364519.0,ns,11168742
size=8,simd8 map,30,,,88925693.0,ns,11288836
size=8,simd8 map,30,,,91024022.0,ns,11408930
size=8,simd8 map,30,,,91924167.0,ns,11529024
size=8,simd8 map,30,,,93112656.0,ns,11649118
size=8,simd8 map,30,,,94149176.0,ns,11769212
size=8,simd8 map,30,,,96493234.0,ns,11889306
size=8,simd8 map,30,,,119652729.0,ns,12009400
