group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=128,linear map,5,,,1026051.0,ns,223037
size=128,linear map,5,,,1975087.0,ns,446074
size=128,linear map,5,,,2885357.0,ns,669111
size=128,linear map,5,,,3829593.0,ns,892148
size=128,linear map,5,,,4796199.0,ns,1115185
size=128,linear map,5,,,5743118.0,ns,1338222
size=128,linear map,5,,,6843347.0,ns,1561259
size=128,linear map,5,,,7941909.0,ns,1784296
size=128,linear map,5,,,8617785.0,ns,2007333
size=128,linear map,5,,,9709184.0,ns,2230370
size=128,linear map,5,,,10837473.0,ns,2453407
size=128,linear map,5,,,11816845.0,ns,2676444
size=128,linear map,5,,,12471667.0,ns,2899481
size=128,linear map,5,,,13601391.0,ns,3122518
size=128,linear map,5,,,14632733.0,ns,3345555
size=128,linear map,5,,,15329862.0,ns,3568592
size=128,linear map,5,,,16271983.0,ns,3791629
size=128,linear map,5,,,17229408.0,ns,4014666
size=128,linear map,5,,,18192286.0,ns,4237703
size=128,linear map,5,,,19442797.0,ns,4460740
size=128,linear map,5,,,20287334.0,ns,4683777
size=128,linear map,5,,,21058553.0,ns,4906814
size=128,linear map,5,,,22348899.0,ns,5129851
size=128,linear map,5,,,22987118.0,ns,5352888
size=128,linear map,5,,,23947855.0,ns,5575925
size=128,linear map,5,,,24887976.0,ns,5798962
size=128,linear map,5,,,25864049.0,ns,6021999
size=128,linear map,5,,,26939841.0,ns,6245036
size=128,linear map,5,,,28150614.0,ns,6468073
size=128,linear map,5,,,29251971.0,ns,6691110
size=128,linear map,5,,,29937975.0,ns,6914147
size=128,linear map,5,,,30827725.0,ns,7137184
size=128,linear map,5,,,31616911.0,ns,7360221
size=128,linear map,5,,,32233336.0,ns,7583258
size=128,linear map,5,,,33052794.0,ns,7806295
size=128,linear map,5,,,33924833.0,ns,8029332
size=128,linear map,5,,,37376952.0,ns,8252369
size=128,linear map,5,,,36840817.0,ns,8475406
size=128,linear map,5,,,39513933.0,ns,8698443
size=128,linear map,5,,,39257831.0,ns,8921480
size=128,linear map,5,,,39748187.0,ns,9144517
size=128,linear map,5,,,40202973.0,ns,9367554
size=128,linear map,5,,,41539885.0,ns,9590591
size=128,linear map,5,,,42368056.0,ns,9813628
size=128,linear map,5,,,43871811.0,ns,10036665
size=128,linear map,5,,,44975328.0,ns,10259702
size=128,linear map,5,,,45565032.0,ns,10482739
size=128,linear map,5,,,46242678.0,ns,10705776
size=128,linear map,5,,,46902280.0,ns,10928813
size=128,linear map,5,,,48328372.0,ns,11151850
size=128,linear map,5,,,64630990.0,ns,11374887
size=128,linear map,5,,,50019781.0,ns,11597924
size=128,linear map,5,,,50735886.0,ns,11820961
size=128,linear map,5,,,53517323.0,ns,12043998
size=128,linear map,5,,,55153826.0,ns,12267035
size=128,linear map,5,,,54836660.0,ns,12490072
size=128,linear map,5,,,54558685.0,ns,12713109
size=128,linear map,5,,,56013520.0,ns,12936146
size=128,linear map,5,,,56960558.0,ns,13159183
size=128,linear map,5,,,58237047.0,ns,13382220
size=128,linear map,5,,,58393289.0,ns,13605257
size=128,linear map,5,,,59349724.0,ns,13828294
size=128,linear map,5,,,61412508.0,ns,14051331
size=128,linear map,5,,,61471768.0,ns,14274368
size=128,linear map,5,,,62414014.0,ns,14497405
size=128,linear map,5,,,63799587.0,ns,14720442
size=128,linear map,5,,,64299016.0,ns,14943479
size=128,linear map,5,,,65104025.0,ns,15166516
size=128,linear map,5,,,66293204.0,ns,15389553
size=128,linear map,5,,,65429343.0,ns,15612590
size=128,linear map,5,,,66672541.0,ns,15835627
size=128,linear map,5,,,68213027.0,ns,16058664
size=128,linear map,5,,,70117634.0,ns,16281701
size=128,linear map,5,,,70912214.0,ns,16504738
size=128,linear map,5,,,72067085.0,ns,16727775
size=128,linear map,5,,,74336771.0,ns,16950812
size=128,linear map,5,,,74195081.0,ns,17173849
size=128,linear map,5,,,73396877.0,ns,17396886
size=128,linear map,5,,,74300785.0,ns,17619923
size=128,linear map,5,,,75940197.0,ns,17842960
size=128,linear map,5,,,78355338.0,ns,18065997
size=128,linear map,5,,,78985440.0,ns,18289034
size=128,linear map,5,,,80219107.0,ns,18512071
size=128,linear map,5,,,79954758.0,ns,18735108
size=128,linear map,5,,,79969621.0,ns,18958145
size=128,linear map,5,,,80960447.0,ns,19181182
size=128,linear map,5,,,83606032.0,ns,19404219
size=128,linear map,5,,,86425927.0,ns,19627256
size=128,linear map,5,,,88177013.0,ns,19850293
size=128,linear map,5,,,86764615.0,ns,20073330
size=128,linear map,5,,,88529080.0,ns,20296367
size=128,linear map,5,,,89141167.0,ns,20519404
size=128,linear map,5,,,91735736.0,ns,20742441
size=128,linear map,5,,,91493056.0,ns,20965478
size=128,linear map,5,,,91005465.0,ns,21188515
size=128,linear map,5,,,93307762.0,ns,21411552
size=128,linear map,5,,,93474290.0,ns,21634589
size=128,linear map,5,,,92496759.0,ns,21857626
size=128,linear map,5,,,93969339.0,ns,22080663
size=128,linear map,5,,,96122275.0,ns,22303700
