group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=64,simd16 map,30,,,956046.0,ns,138834
size=64,simd16 map,30,,,1911940.0,ns,277668
size=64,simd16 map,30,,,2884700.0,ns,416502
size=64,simd16 map,30,,,3846488.0,ns,555336
size=64,simd16 map,30,,,4806631.0,ns,694170
size=64,simd16 map,30,,,5939780.0,ns,833004
size=64,simd16 map,30,,,6718025.0,ns,971838
size=64,simd16 map,30,,,7628213.0,ns,1110672
size=64,simd16 map,30,,,8498242.0,ns,1249506
size=64,simd16 map,30,,,9585611.0,ns,1388340
size=64,simd16 map,30,,,10533632.0,ns,1527174
size=64,simd16 map,30,,,11523243.0,ns,1666008
size=64,simd16 map,30,,,12464385.0,ns,1804842
size=64,simd16 map,30,,,13419636.0,ns,1943676
size=64,simd16 map,30,,,14367671.0,ns,2082510
size=64,simd16 map,30,,,15295448.0,ns,2221344
size=64,simd16 map,30,,,16274695.0,ns,2360178
size=64,simd16 map,30,,,17292174.0,ns,2499012
size=64,simd16 map,30,,,18231760.0,ns,2637846
size=64,simd16 map,30,,,19156312.0,ns,2776680
size=64,simd16 map,30,,,20139302.0,ns,2915514
size=64,simd16 map,30,,,21078518.0,ns,3054348
size=64,simd16 map,30,,,22210176.0,ns,3193182
size=64,simd16 map,30,,,22994039.0,ns,3332016
size=64,simd16 map,30,,,24006941.0,ns,3470850
size=64,simd16 map,30,,,24898382.0,ns,3609684
size=64,simd16 map,30,,,25831097.0,ns,3748518
size=64,simd16 map,30,,,26823172.0,ns,3887352
size=64,simd16 map,30,,,27645494.0,ns,4026186
size=64,simd16 map,30,,,28610821.0,ns,4165020
size=64,simd16 map,30,,,29730207.0,ns,4303854
size=64,simd16 map,30,,,30553891.0,ns,4442688
size=64,simd16 map,30,,,31519963.0,ns,4581522
size=64,simd16 map,30,,,32464055.0,ns,4720356
size=64,simd16 map,30,,,33531876.0,ns,4859190
size=64,simd16 map,30,,,34473287.0,ns,4998024
size=64,simd16 map,30,,,35348915.0,ns,5136858
size=64,simd16 map,30,,,36468393.0,ns,5275692
size=64,simd16 map,30,,,37354066.0,ns,5414526
size=64,simd16 map,30,,,38235814.0,ns,5553360
size=64,simd16 map,30,,,39289100.0,ns,5692194
size=64,simd16 map,30,,,40273327.0,ns,5831028
size=64,simd16 map,30,,,41245544.0,ns,5969862
size=64,simd16 map,30,,,42079941.0,ns,6108696
size=64,simd16 map,30,,,43302279.0,ns,6247530
size=64,simd16 map,30,,,44098118.0,ns,6386364
size=64,simd16 map,30,,,45096483.0,ns,6525198
size=64,simd16 map,30,,,45997400.0,ns,6664032
size=64,simd16 map,30,,,47107277.0,ns,6802866
size=64,simd16 map,30,,,47993987.0,ns,6941700
size=64,simd16 map,30,,,48851097.0,ns,7080534
size=64,simd16 map,30,,,49904756.0,ns,7219368
size=64,simd16 map,30,,,50797782.0,ns,7358202
size=64,simd16 map,30,,,51746608.0,ns,7497036
size=64,simd16 map,30,,,51675662.0,ns,7635870
size=64,simd16 map,30,,,52530914.0,ns,7774704
size=64,simd16 map,30,,,53270735.0,ns,7913538
size=64,simd16 map,30,,,54309930.0,ns,8052372
size=64,simd16 map,30,,,56601053.0,ns,8191206
size=64,simd16 map,30,,,57543934.0,ns,8330040
size=64,simd16 map,30,,,58550458.0,ns,8468874
size=64,simd16 map,30,,,59549558.0,ns,8607708
size=64,simd16 map,30,,,60421071.0,ns,8746542
size=64,simd16 map,30,,,61415784.0,ns,8885376
size=64,simd16 map,30,,,62361239.0,ns,9024210
size=64,simd16 map,30,,,63258230.0,ns,9163044
size=64,simd16 map,30,,,64302252.0,ns,9301878
size=64,simd16 map,30,,,65156980.0,ns,9440712
size=64,simd16 map,30,,,66199646.0,ns,9579546
size=64,simd16 map,30,,,66987733.0,ns,9718380
size=64,simd16 map,30,,,67896003.0,ns,9857214
size=64,simd16 map,30,,,67719199.0,ns,9996048
size=64,simd16 map,30,,,68343230.0,ns,10134882
size=64,simd16 map,30,,,69052802.0,ns,10273716
size=64,simd16 map,30,,,71940758.0,ns,10412550
size=64,simd16 map,30,,,72820035.0,ns,10551384
size=64,simd16 map,30,,,73785307.0,ns,10690218
size=64,simd16 map,30,,,74770451.0,ns,10829052
size=64,simd16 map,30,,,75659304.0,ns,10967886
size=64,simd16 map,30,,,75139284.0,ns,11106720
size=64,simd16 map,30,,,75990961.0,ns,11245554
size=64,simd16 map,30,,,77759439.0,ns,11384388
size=64,simd16 map,30,,,79586967.0,ns,11523222
size=64,simd16 map,30,,,78314858.0,ns,11662056
size=64,simd16 map,30,,,79254308.0,ns,11800890
size=64,simd16 map,30,,,80212191.0,ns,11939724
size=64,simd16 map,30,,,81023591.0,ns,12078558
size=64,simd16 map,30,,,82095614.0,ns,12217392
size=64,simd16 map,30,,,82638342.0,ns,12356226
size=64,simd16 map,30,,,83895559.0,ns,12495060
size=64,simd16 map,30,,,84472934.0,ns,12633894
size=64,simd16 map,30,,,84492065.0,ns,12772728
size=64,simd16 map,30,,,85410904.0,ns,12911562
size=64,simd16 map,30,,,86066832.0,ns,13050396
size=64,simd16 map,30,,,87071025.0,ns,13189230
size=64,simd16 map,30,,,87907339.0,ns,13328064
size=64,simd16 map,30,,,88968085.0,ns,13466898
size=64,simd16 map,30,,,89774000.0,ns,13605732
size=64,simd16 map,30,,,90600631.0,ns,13744566
size=64,simd16 map,30,,,91760326.0,ns,13883400
