group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=8,hash map,1,,,931257.0,ns,174922
size=8,hash map,1,,,1862514.0,ns,349844
size=8,hash map,1,,,2804867.0,ns,524766
size=8,hash map,1,,,4041690.0,ns,699688
size=8,hash map,1,,,4728088.0,ns,874610
size=8,hash map,1,,,5848050.0,ns,1049532
size=8,hash map,1,,,6573654.0,ns,1224454
size=8,hash map,1,,,7644329.0,ns,1399376
size=8,hash map,1,,,8629190.0,ns,1574298
size=8,hash map,1,,,9587945.0,ns,1749220
size=8,hash map,1,,,10544569.0,ns,1924142
size=8,hash map,1,,,11495495.0,ns,2099064
size=8,hash map,1,,,12465357.0,ns,2273986
size=8,hash map,1,,,13410759.0,ns,2448908
size=8,hash map,1,,,14381833.0,ns,2623830
size=8,hash map,1,,,15341922.0,ns,2798752
size=8,hash map,1,,,16296200.0,ns,2973674
size=8,hash map,1,,,17291310.0,ns,3148596
size=8,hash map,1,,,18209765.0,ns,3323518
size=8,hash map,1,,,19021828.0,ns,3498440
size=8,hash map,1,,,19790086.0,ns,3673362
size=8,hash map,1,,,20651865.0,ns,3848284
size=8,hash map,1,,,22038909.0,ns,4023206
size=8,hash map,1,,,23013050.0,ns,4198128
size=8,hash map,1,,,23966077.0,ns,4373050
size=8,hash map,1,,,24920623.0,ns,4547972
size=8,hash map,1,,,25878611.0,ns,4722894
size=8,hash map,1,,,26783517.0,ns,4897816
size=8,hash map,1,,,27030361.0,ns,5072738
size=8,hash map,1,,,27976963.0,ns,5247660
size=8,hash map,1,,,28897622.0,ns,5422582
size=8,hash map,1,,,29603880.0,ns,5597504
size=8,hash map,1,,,30762482.0,ns,5772426
size=8,hash map,1,,,31507298.0,ns,5947348
size=8,hash map,1,,,32626977.0,ns,6122270
size=8,hash map,1,,,33612108.0,ns,6297192
size=8,hash map,1,,,34309138.0,ns,6472114
size=8,hash map,1,,,35422740.0,ns,6647036
size=8,hash map,1,,,36382819.0,ns,6821958
size=8,hash map,1,,,37501791.0,ns,6996880
size=8,hash map,1,,,38693489.0,ns,7171802
size=8,hash map,1,,,39952000.0,ns,7346724
size=8,hash map,1,,,41203177.0,ns,7521646
size=8,hash map,1,,,42157111.0,ns,7696568
size=8,hash map,1,,,42626449.0,ns,7871490
size=8,hash map,1,,,43349235.0,ns,8046412
size=8,hash map,1,,,44329296.0,ns,8221334
size=8,hash map,1,,,45290003.0,ns,8396256
size=8,hash map,1,,,47012756.0,ns,8571178
size=8,hash map,1,,,47932123.0,ns,8746100
size=8,hash map,1,,,48665867.0,ns,8921022
size=8,hash map,1,,,48727682.0,ns,9095944
size=8,hash map,1,,,49715528.0,ns,9270866
size=8,hash map,1,,,50717071.0,ns,9445788
size=8,hash map,1,,,51034549.0,ns,9620710
size=8,hash map,1,,,52330241.0,ns,9795632
size=8,hash map,1,,,54618817.0,ns,9970554
size=8,hash map,1,,,55574288.0,ns,10145476
size=8,hash map,1,,,56454393.0,ns,10320398
size=8,hash map,1,,,56951396.0,ns,10495320
size=8,hash map,1,,,57179789.0,ns,10670242
size=8,hash map,1,,,58040916.0,ns,10845164
size=8,hash map,1,,,58966005.0,ns,11020086
size=8,hash map,1,,,59631875.0,ns,11195008
size=8,hash map,1,,,60605715.0,ns,11369930
size=8,hash map,1,,,61488840.0,ns,11544852
size=8,hash map,1,,,62486760.0,ns,11719774
size=8,hash map,1,,,63533732.0,ns,11894696
size=8,hash map,1,,,65671971.0,ns,12069618
size=8,hash map,1,,,67079751.0,ns,12244540
size=8,hash map,1,,,68885023.0,ns,12419462
size=8,hash map,1,,,67443054.0,ns,12594384
size=8,hash map,1,,,71710206.0,ns,12769306
size=8,hash map,1,,,70875167.0,ns,12944228
size=8,hash map,1,,,71044329.0,ns,13119150
size=8,hash map,1,,,71406517.0,ns,13294072
size=8,hash map,1,,,73163504.0,ns,13468994
size=8,hash map,1,,,74812985.0,ns,13643916
size=8,hash map,1,,,75102442.0,ns,13818838
size=8,hash map,1,,,74648156.0,ns,13993760
size=8,hash map,1,,,75472789.0,ns,14168682
size=8,hash map,1,,,76323511.0,ns,14343604
size=8,hash map,1,,,78622928.0,ns,14518526
size=8,hash map,1,,,79522587.0,ns,14693448
size=8,hash map,1,,,79248336.0,ns,14868370
size=8,hash map,1,,,80194307.0,ns,15043292
size=8,hash map,1,,,81106440.0,ns,15218214
size=8,hash map,1,,,81723849.0,ns,15393136
size=8,hash map,1,,,82981508.0,ns,15568058
size=8,hash map,1,,,83947849.0,ns,15742980
size=8,hash map,1,,,84657197.0,ns,15917902
size=8,hash map,1,,,84223039.0,ns,16092824
size=8,hash map,1,,,85665570.0,ns,16267746
size=8,hash map,1,,,86461306.0,ns,16442668
size=8,hash map,1,,,88355503.0,ns,16617590
size=8,hash map,1,,,89065172.0,ns,16792512
size=8,hash map,1,,,92210295.0,ns,16967434
size=8,hash map,1,,,95403660.0,ns,17142356
size=8,hash map,1,,,91357914.0,ns,17317278
size=8,hash map,1,,,92309958.0,ns,17492200
