group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=8,btree map,30,,,975423.0,ns,73743
size=8,btree map,30,,,1961861.0,ns,147486
size=8,btree map,30,,,2909514.0,ns,221229
size=8,btree map,30,,,3903810.0,ns,294972
size=8,btree map,30,,,4876287.0,ns,368715
size=8,btree map,30,,,5930763.0,ns,442458
size=8,btree map,30,,,6969348.0,ns,516201
size=8,btree map,30,,,7808596.0,ns,589944
size=8,btree map,30,,,8751243.0,ns,663687
size=8,btree map,30,,,9729657.0,ns,737430
size=8,btree map,30,,,10709079.0,ns,811173
size=8,btree map,30,,,11651721.0,ns,884916
size=8,btree map,30,,,12640857.0,ns,958659
size=8,btree map,30,,,13597313.0,ns,1032402
size=8,btree map,30,,,14587701.0,ns,1106145
size=8,btree map,30,,,15548693.0,ns,1179888
size=8,btree map,30,,,16572013.0,ns,1253631
size=8,btree map,30,,,17497742.0,ns,1327374
size=8,btree map,30,,,18497930.0,ns,1401117
size=8,btree map,30,,,19439060.0,ns,1474860
size=8,btree map,30,,,20028020.0,ns,1548603
size=8,btree map,30,,,20795327.0,ns,1622346
size=8,btree map,30,,,21740933.0,ns,1696089
size=8,btree map,30,,,22676101.0,ns,1769832
size=8,btree map,30,,,23631952.0,ns,1843575
size=8,btree map,30,,,24577375.0,ns,1917318
size=8,btree map,30,,,25507404.0,ns,1991061
size=8,btree map,30,,,26456015.0,ns,2064804
size=8,btree map,30,,,27400129.0,ns,2138547
size=8,btree map,30,,,28353152.0,ns,2212290
size=8,btree map,30,,,29307440.0,ns,2286033
size=8,btree map,30,,,30273032.0,ns,2359776
size=8,btree map,30,,,31188067.0,ns,2433519
size=8,btree map,30,,,32124619.0,ns,2507262
size=8,btree map,30,,,33059519.0,ns,2581005
size=8,btree map,30,,,33978125.0,ns,2654748
size=8,btree map,30,,,35358817.0,ns,2728491
size=8,btree map,30,,,36883913.0,ns,2802234
size=8,btree map,30,,,37898794.0,ns,2875977
size=8,btree map,30,,,38849185.0,ns,2949720
size=8,btree map,30,,,39763056.0,ns,3023463
size=8,btree map,30,,,40721019.0,ns,3097206
size=8,btree map,30,,,41708383.0,ns,3170949
size=8,btree map,30,,,42514609.0,ns,3244692
size=8,btree map,30,,,42427552.0,ns,3318435
size=8,btree map,30,,,43359730.0,ns,3392178
size=8,btree map,30,,,44330163.0,ns,3465921
size=8,btree map,30,,,45244402.0,ns,3539664
size=8,btree map,30,,,46397400.0,ns,3613407
size=8,btree map,30,,,47254417.0,ns,3687150
size=8,btree map,30,,,48132288.0,ns,3760893
size=8,btree map,30,,,49088962.0,ns,3834636
size=8,btree map,30,,,50017744.0,ns,3908379
size=8,btree map,30,,,50950938.0,ns,3982122
size=8,btree map,30,,,51996329.0,ns,4055865
size=8,btree map,30,,,54370268.0,ns,4129608
size=8,btree map,30,,,55334044.0,ns,4203351
size=8,btree map,30,,,56314696.0,ns,4277094
size=8,btree map,30,,,57309712.0,ns,4350837
size=8,btree map,30,,,58271566.0,ns,4424580
size=8,btree map,30,,,58366440.0,ns,4498323
size=8,btree map,30,,,58517160.0,ns,4572066
size=8,btree map,30,,,59481939.0,ns,4645809
size=8,btree map,30,,,60618300.0,ns,4719552
size=8,btree map,30,,,61331659.0,ns,4793295
size=8,btree map,30,,,63673871.0,ns,4867038
size=8,btree map,30,,,65117098.0,ns,4940781
size=8,btree map,30,,,66039255.0,ns,5014524
size=8,btree map,30,,,65269016.0,ns,5088267
size=8,btree map,30,,,66061822.0,ns,5162010
size=8,btree map,30,,,66993242.0,ns,5235753
size=8,btree map,30,,,67938908.0,ns,5309496
size=8,btree map,30,,,68886089.0,ns,5383239
size=8,btree map,30,,,69833224.0,ns,5456982
size=8,btree map,30,,,70910652.0,ns,5530725
size=8,btree map,30,,,73733445.0,ns,5604468
size=8,btree map,30,,,74731422.0,ns,5678211
size=8,btree map,30,,,74332073.0,ns,5751954
size=8,btree map,30,,,74615194.0,ns,5825697
size=8,btree map,30,,,75515844.0,ns,5899440
size=8,btree map,30,,,77358921.0,ns,5973183
size=8,btree map,30,,,79629965.0,ns,6046926
size=8,btree map,30,,,80566773.0,ns,6120669
size=8,btree map,30,,,79336590.0,ns,6194412
size=8,btree map,30,,,81974507.0,ns,6268155
size=8,btree map,30,,,83477203.0,ns,6341898
size=8,btree map,30,,,82651460.0,ns,6415641
size=8,btree map,30,,,83067217.0,ns,6489384
size=8,btree map,30,,,84038540.0,ns,6563127
size=8,btree map,30,,,85416101.0,ns,6636870
size=8,btree map,30,,,88506793.0,ns,6710613
size=8,btree map,30,,,89309187.0,ns,6784356
size=8,btree map,30,,,89326651.0,ns,6858099
size=8,btree map,30,,,88756636.0,ns,6931842
size=8,btree map,30,,,89641856.0,ns,7005585
size=8,btree map,30,,,90593328.0,ns,7079328
size=8,btree map,30,,,93745068.0,ns,7153071
size=8,btree map,30,,,94505655.0,ns,7226814
size=8,btree map,30,,,94993039.0,ns,7300557
size=8,btree map,30,,,94556216.0,ns,7374300
