group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=32,linear map,30,,,936207.0,ns,93891
size=32,linear map,30,,,1898098.0,ns,187782
size=32,linear map,30,,,2771223.0,ns,281673
size=32,linear map,30,,,3696351.0,ns,375564
size=32,linear map,30,,,4670132.0,ns,469455
size=32,linear map,30,,,5605414.0,ns,563346
size=32,linear map,30,,,6713537.0,ns,657237
size=32,linear map,30,,,7393022.0,ns,751128
size=32,linear map,30,,,8357678.0,ns,845019
size=32,linear map,30,,,9305342.0,ns,938910
size=32,linear map,30,,,10163625.0,ns,1032801
size=32,linear map,30,,,11282514.0,ns,1126692
size=32,linear map,30,,,12406759.0,ns,1220583
size=32,linear map,30,,,13287110.0,ns,1314474
size=32,linear map,30,,,14782481.0,ns,1408365
size=32,linear map,30,,,16235031.0,ns,1502256
size=32,linear map,30,,,17218001.0,ns,1596147
size=32,linear map,30,,,18374494.0,ns,1690038
size=32,linear map,30,,,19332205.0,ns,1783929
size=32,linear map,30,,,20072290.0,ns,1877820
size=32,linear map,30,,,20632456.0,ns,1971711
size=32,linear map,30,,,21077662.0,ns,2065602
size=32,linear map,30,,,21649666.0,ns,2159493
size=32,linear map,30,,,22258359.0,ns,2253384
size=32,linear map,30,,,23173068.0,ns,2347275
size=32,linear map,30,,,24108980.0,ns,2441166
size=32,linear map,30,,,25278079.0,ns,2535057
size=32,linear map,30,,,28087939.0,ns,2628948
size=32,linear map,30,,,28884320.0,ns,2722839
size=32,linear map,30,,,29659303.0,ns,2816730
size=32,linear map,30,,,30908385.0,ns,2910621
size=32,linear map,30,,,31810513.0,ns,3004512
size=32,linear map,30,,,32921739.0,ns,3098403
size=32,linear map,30,,,34014364.0,ns,3192294
size=32,linear map,30,,,34821434.0,ns,3286185
size=32,linear map,30,,,36094112.0,ns,3380076
size=32,linear map,30,,,36973915.0,ns,3473967
size=32,linear map,30,,,38011928.0,ns,3567858
size=32,linear map,30,,,38362151.0,ns,3661749
size=32,linear map,30,,,39908530.0,ns,3755640
size=32,linear map,30,,,40289162.0,ns,3849531
size=32,linear map,30,,,41006296.0,ns,3943422
size=32,linear map,30,,,39862965.0,ns,4037313
size=32,linear map,30,,,40657093.0,ns,4131204
size=32,linear map,30,,,41539820.0,ns,4225095
size=32,linear map,30,,,42404228.0,ns,4318986
size=32,linear map,30,,,43525056.0,ns,4412877
size=32,linear map,30,,,44866896.0,ns,4506768
size=32,linear map,30,,,45374900.0,ns,4600659
size=32,linear map,30,,,46599961.0,ns,4694550
size=32,linear map,30,,,49199743.0,ns,4788441
size=32,linear map,30,,,51537789.0,ns,4882332
size=32,linear map,30,,,52751611.0,ns,4976223
size=32,linear map,30,,,53791870.0,ns,5070114
size=32,linear map,30,,,51990437.0,ns,5164005
size=32,linear map,30,,,51905470.0,ns,5257896
size=32,linear map,30,,,56927684.0,ns,5351787
size=32,linear map,30,,,57951503.0,ns,5445678
size=32,linear map,30,,,58828837.0,ns,5539569
size=32,linear map,30,,,60167355.0,ns,5633460
size=32,linear map,30,,,60763150.0,ns,5727351
size=32,linear map,30,,,61677668.0,ns,5821242
size=32,linear map,30,,,61247149.0,ns,5915133
size=32,linear map,30,,,59328965.0,ns,6009024
size=32,linear map,30,,,60433727.0,ns,6102915
size=32,linear map,30,,,62138563.0,ns,6196806
size=32,linear map,30,,,62296298.0,ns,6290697
size=32,linear map,30,,,64813195.0,ns,6384588
size=32,linear map,30,,,68772963.0,ns,6478479
size=32,linear map,30,,,67657536.0,ns,6572370
size=32,linear map,30,,,65891263.0,ns,6666261
size=32,linear map,30,,,66665161.0,ns,6760152
size=32,linear map,30,,,72308561.0,ns,6854043
size=32,linear map,30,,,73961382.0,ns,6947934
size=32,linear map,30,,,72515819.0,ns,7041825
size=32,linear map,30,,,75907517.0,ns,7135716
size=32,linear map,30,,,75894410.0,ns,7229607
size=32,linear map,30,,,77617285.0,ns,7323498
size=32,linear map,30,,,77621922.0,ns,7417389
size=32,linear map,30,,,79044191.0,ns,7511280
size=32,linear map,30,,,79955075.0,ns,7605171
size=32,linear map,30,,,80973985.0,ns,7699062
size=32,linear map,30,,,81766555.0,ns,7792953
size=32,linear map,30,,,80877990.0,ns,7886844
size=32,linear map,30,,,77112427.0,ns,7980735
size=32,linear map,30,,,78289706.0,ns,8074626
size=32,linear map,30,,,79051461.0,ns,8168517
size=32,linear map,30,,,80268312.0,ns,8262408
size=32,linear map,30,,,80628771.0,ns,8356299
size=32,linear map,30,,,86120740.0,ns,8450190
size=32,linear map,30,,,82773424.0,ns,8544081
size=32,linear map,30,,,84090207.0,ns,8637972
size=32,linear map,30,,,84648173.0,ns,8731863
size=32,linear map,30,,,86655912.0,ns,8825754
size=32,linear map,30,,,89655302.0,ns,8919645
size=32,linear map,30,,,94628025.0,ns,9013536
size=32,linear map,30,,,94228474.0,ns,9107427
size=32,linear map,30,,,93057082.0,ns,9201318
size=32,linear map,30,,,96696437.0,ns,9295209
size=32,linear map,30,,,97528364.0,ns,9389100
