group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=64,hash map,30,,,984147.0,ns,173404
size=64,hash map,30,,,1872690.0,ns,346808
size=64,hash map,30,,,2918638.0,ns,520212
size=64,hash map,30,,,3834082.0,ns,693616
size=64,hash map,30,,,4883468.0,ns,867020
size=64,hash map,30,,,5696908.0,ns,1040424
size=64,hash map,30,,,6736608.0,ns,1213828
size=64,hash map,30,,,7553426.0,ns,1387232
size=64,hash map,30,,,8497538.0,ns,1560636
size=64,hash map,30,,,9527828.0,ns,1734040
size=64,hash map,30,,,10440849.0,ns,1907444
size=64,hash map,30,,,11309511.0,ns,2080848
size=64,hash map,30,,,12267024.0,ns,2254252
size=64,hash map,30,,,13208910.0,ns,2427656
size=64,hash map,30,,,14163226.0,ns,2601060
size=64,hash map,30,,,15097755.0,ns,2774464
size=64,hash map,30,,,16192020.0,ns,2947868
size=64,hash map,30,,,17016507.0,ns,3121272
size=64,hash map,30,,,18024391.0,ns,3294676
size=64,hash map,30,,,18937624.0,ns,3468080
size=64,hash map,30,,,19915387.0,ns,3641484
size=64,hash map,30,,,20991640.0,ns,3814888
size=64,hash map,30,,,21705801.0,ns,3988292
size=64,hash map,30,,,22646242.0,ns,4161696
size=64,hash map,30,,,23574814.0,ns,4335100
size=64,hash map,30,,,24518662.0,ns,4508504
size=64,hash map,30,,,25566596.0,ns,4681908
size=64,hash map,30,,,26567174.0,ns,4855312
size=64,hash map,30,,,27453022.0,ns,5028716
size=64,hash map,30,,,28384644.0,ns,5202120
size=64,hash map,30,,,29345396.0,ns,5375524
size=64,hash map,30,,,30325885.0,ns,5548928
size=64,hash map,30,,,31298512.0,ns,5722332
size=64,hash map,30,,,32263172.0,ns,5895736
size=64,hash map,30,,,33177833.0,ns,6069140
size=64,hash map,30,,,34125017.0,ns,6242544
size=64,hash map,30,,,35101064.0,ns,6415948
size=64,hash map,30,,,36001113.0,ns,6589352
size=64,hash map,30,,,37244546.0,ns,6762756
size=64,hash map,30,,,37910237.0,ns,6936160
size=64,hash map,30,,,38583718.0,ns,7109564
size=64,hash map,30,,,39847590.0,ns,7282968
size=64,hash map,30,,,40652356.0,ns,7456372
size=64,hash map,30,,,41702430.0,ns,7629776
size=64,hash map,30,,,42868261.0,ns,7803180
size=64,hash map,30,,,43617529.0,ns,7976584
size=64,hash map,30,,,44644391.0,ns,8149988
size=64,hash map,30,,,45562461.0,ns,8323392
size=64,hash map,30,,,46534078.0,ns,8496796
size=64,hash map,30,,,47406287.0,ns,8670200
size=64,hash map,30,,,48547200.0,ns,8843604
size=64,hash map,30,,,50495935.0,ns,9017008
size=64,hash map,30,,,50944687.0,ns,9190412
size=64,hash map,30,,,53179187.0,ns,9363816
size=64,hash map,30,,,52232516.0,ns,9537220
size=64,hash map,30,,,53182402.0,ns,9710624
size=64,hash map,30,,,53814232.0,ns,9884028
size=64,hash map,30,,,54810300.0,ns,10057432
size=64,hash map,30,,,55800585.0,ns,10230836
size=64,hash map,30,,,57065801.0,ns,10404240
size=64,hash map,30,,,57238184.0,ns,10577644
size=64,hash map,30,,,58666845.0,ns,10751048
size=64,hash map,30,,,59800959.0,ns,10924452
size=64,hash map,30,,,60695901.0,ns,11097856
size=64,hash map,30,,,61662924.0,ns,11271260
size=64,hash map,30,,,62790715.0,ns,11444664
size=64,hash map,30,,,63607025.0,ns,11618068
size=64,hash map,30,,,64391111.0,ns,11791472
size=64,hash map,30,,,65130673.0,ns,11964876
size=64,hash map,30,,,66374565.0,ns,12138280
size=64,hash map,30,,,67351090.0,ns,12311684
size=64,hash map,30,,,68300568.0,ns,12485088
size=64,hash map,30,,,69195814.0,ns,12658492
size=64,hash map,30,,,70294012.0,ns,12831896
size=64,hash map,30,,,71172883.0,ns,13005300
size=64,hash map,30,,,72214155.0,ns,13178704
size=64,hash map,30,,,73263417.0,ns,13352108
size=64,hash map,30,,,73911230.0,ns,13525512
size=64,hash map,30,,,75439999.0,ns,13698916
size=64,hash map,30,,,75876055.0,ns,13872320
size=64,hash map,30,,,76737239.0,ns,14045724
size=64,hash map,30,,,77683006.0,ns,14219128
size=64,hash map,30,,,78905601.0,ns,14392532
size=64,hash map,30,,,79703140.0,ns,14565936
size=64,hash map,30,,,80639125.0,ns,14739340
size=64,hash map,30,,,81320857.0,ns,14912744
size=64,hash map,30,,,82588288.0,ns,15086148
size=64,hash map,30,,,83494670.0,ns,15259552
size=64,hash map,30,,,84379473.0,ns,15432956
size=64,hash map,30,,,85021853.0,ns,15606360
size=64,hash map,30,,,85924537.0,ns,15779764
size=64,hash map,30,,,87478132.0,ns,15953168
size=64,hash map,30,,,88003854.0,ns,16126572
size=64,hash map,30,,,88777186.0,ns,16299976
size=64,hash map,30,,,89649950.0,ns,16473380
size=64,hash map,30,,,90658285.0,ns,16646784
size=64,hash map,30,,,91624499.0,ns,16820188
size=64,hash map,30,,,92594568.0,ns,16993592
size=64,hash map,30,,,92503481.0,ns,17166996
size=64,hash map,30,,,93527228.0,ns,17340400
