group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=64,simd16 map,15,,,948640.0,ns,171195
size=64,simd16 map,15,,,1897267.0,ns,342390
size=64,simd16 map,15,,,2856910.0,ns,513585
size=64,simd16 map,15,,,3826051.0,ns,684780
size=64,simd16 map,15,,,4973445.0,ns,855975
size=64,simd16 map,15,,,5770258.0,ns,1027170
size=64,simd16 map,15,,,6634327.0,ns,1198365
size=64,simd16 map,15,,,7604917.0,ns,1369560
size=64,simd16 map,15,,,8556900.0,ns,1540755
size=64,simd16 map,15,,,9498599.0,ns,1711950
size=64,simd16 map,15,,,10447793.0,ns,1883145
size=64,simd16 map,15,,,11407374.0,ns,2054340
size=64,simd16 map,15,,,12341794.0,ns,2225535
size=64,simd16 map,15,,,13302726.0,ns,2396730
size=64,simd16 map,15,,,14244913.0,ns,2567925
size=64,simd16 map,15,,,15200962.0,ns,2739120
size=64,simd16 map,15,,,16152506.0,ns,2910315
size=64,simd16 map,15,,,17091094.0,ns,3081510
size=64,simd16 map,15,,,17976320.0,ns,3252705
size=64,simd16 map,15,,,18999239.0,ns,3423900
size=64,simd16 map,15,,,19943211.0,ns,3595095
size=64,simd16 map,15,,,20742190.0,ns,3766290
size=64,simd16 map,15,,,22020654.0,ns,3937485
size=64,simd16 map,15,,,22849194.0,ns,4108680
size=64,simd16 map,15,,,23632621.0,ns,4279875
size=64,simd16 map,15,,,24695857.0,ns,4451070
size=64,simd16 map,15,,,25648112.0,ns,4622265
size=64,simd16 map,15,,,26598471.0,ns,4793460
size=64,simd16 map,15,,,27544975.0,ns,4964655
size=64,simd16 map,15,,,28524489.0,ns,5135850
size=64,simd16 map,15,,,29453242.0,ns,5307045
size=64,simd16 map,15,,,30397138.0,ns,5478240
size=64,simd16 map,15,,,31706582.0,ns,5649435
size=64,simd16 map,15,,,33223598.0,ns,5820630
size=64,simd16 map,15,,,34010488.0,ns,5991825
size=64,simd16 map,15,,,34759443.0,ns,6163020
size=64,simd16 map,15,,,35077401.0,ns,6334215
size=64,simd16 map,15,,,36304510.0,ns,6505410
size=64,simd16 map,15,,,37098367.0,ns,6676605
size=64,simd16 map,15,,,38000468.0,ns,6847800
size=64,simd16 map,15,,,38969814.0,ns,7018995
size=64,simd16 map,15,,,39891298.0,ns,7190190
size=64,simd16 map,15,,,40901255.0,ns,7361385
size=64,simd16 map,15,,,41878495.0,ns,7532580
size=64,simd16 map,15,,,42856455.0,ns,7703775
size=64,simd16 map,15,,,43684150.0,ns,7874970
size=64,simd16 map,15,,,44636240.0,ns,8046165
size=64,simd16 map,15,,,45575111.0,ns,8217360
size=64,simd16 map,15,,,46243688.0,ns,8388555
size=64,simd16 map,15,,,47475673.0,ns,8559750
size=64,simd16 map,15,,,48509560.0,ns,8730945
size=64,simd16 map,15,,,49375772.0,ns,8902140
size=64,simd16 map,15,,,50196994.0,ns,9073335
size=64,simd16 map,15,,,50998623.0,ns,9244530
size=64,simd16 map,15,,,51971313.0,ns,9415725
size=64,simd16 map,15,,,53210734.0,ns,9586920
size=64,simd16 map,15,,,54163161.0,ns,9758115
size=64,simd16 map,15,,,55044211.0,ns,9929310
size=64,simd16 map,15,,,55746320.0,ns,10100505
size=64,simd16 map,15,,,57295586.0,ns,10271700
size=64,simd16 map,15,,,58030547.0,ns,10442895
size=64,simd16 map,15,,,58893542.0,ns,10614090
size=64,simd16 map,15,,,59712207.0,ns,10785285
size=64,simd16 map,15,,,60971777.0,ns,10956480
size=64,simd16 map,15,,,61593263.0,ns,11127675
size=64,simd16 map,15,,,62606815.0,ns,11298870
size=64,simd16 map,15,,,63666955.0,ns,11470065
size=64,simd16 map,15,,,64664356.0,ns,11641260
size=64,simd16 map,15,,,65470921.0,ns,11812455
size=64,simd16 map,15,,,66415313.0,ns,11983650
size=64,simd16 map,15,,,67485241.0,ns,12154845
size=64,simd16 map,15,,,68532710.0,ns,12326040
size=64,simd16 map,15,,,69381332.0,ns,12497235
size=64,simd16 map,15,,,70294944.0,ns,12668430
size=64,simd16 map,15,,,71267403.0,ns,12839625
size=64,simd16 map,15,,,72031485.0,ns,13010820
size=64,simd16 map,15,,,73193438.0,ns,13182015
size=64,simd16 map,15,,,72722936.0,ns,13353210
size=64,simd16 map,15,,,73231408.0,ns,13524405
size=64,simd16 map,15,,,75395097.0,ns,13695600
size=64,simd16 map,15,,,76324739.0,ns,13866795
size=64,simd16 map,15,,,75755072.0,ns,14037990
size=64,simd16 map,15,,,76770948.0,ns,14209185
size=64,simd16 map,15,,,77720816.0,ns,14380380
size=64,simd16 map,15,,,78295698.0,ns,14551575
size=64,simd16 map,15,,,79369005.0,ns,14722770
size=64,simd16 map,15,,,80308856.0,ns,14893965
size=64,simd16 map,15,,,81487823.0,ns,15065160
size=64,simd16 map,15,,,80943436.0,ns,15236355
size=64,simd16 map,15,,,82291062.0,ns,15407550
size=64,simd16 map,15,,,84182023.0,ns,15578745
size=64,simd16 map,15,,,85045888.0,ns,15749940
size=64,simd16 map,15,,,84402820.0,ns,15921135
size=64,simd16 map,15,,,85263301.0,ns,16092330
size=64,simd16 map,15,,,86177548.0,ns,16263525
size=64,simd16 map,15,,,92004917.0,ns,16434720
size=64,simd16 map,15,,,94862347.0,ns,16605915
size=64,simd16 map,15,,,93707209.0,ns,16777110
size=64,simd16 map,15,,,94079030.0,ns,16948305
size=64,simd16 map,15,,,92632593.0,ns,17119500
