group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
size=128,binary map,30,,,963423.0,ns,125742
size=128,binary map,30,,,1926688.0,ns,251484
size=128,binary map,30,,,2892138.0,ns,377226
size=128,binary map,30,,,3874157.0,ns,502968
size=128,binary map,30,,,4821994.0,ns,628710
size=128,binary map,30,,,5793875.0,ns,754452
size=128,binary map,30,,,6752608.0,ns,880194
size=128,binary map,30,,,7712050.0,ns,1005936
size=128,binary map,30,,,8688639.0,ns,1131678
size=128,binary map,30,,,9645364.0,ns,1257420
size=128,binary map,30,,,10614164.0,ns,1383162
size=128,binary map,30,,,11569071.0,ns,1508904
size=128,binary map,30,,,12545856.0,ns,1634646
size=128,binary map,30,,,13500461.0,ns,1760388
size=128,binary map,30,,,14467081.0,ns,1886130
size=128,binary map,30,,,15476691.0,ns,2011872
size=128,binary map,30,,,16402642.0,ns,2137614
size=128,binary map,30,,,17364412.0,ns,2263356
size=128,binary map,30,,,18323399.0,ns,2389098
size=128,binary map,30,,,19292886.0,ns,2514840
size=128,binary map,30,,,20254574.0,ns,2640582
size=128,binary map,30,,,21216900.0,ns,2766324
size=128,binary map,30,,,22188334.0,ns,2892066
size=128,binary map,30,,,23143411.0,ns,3017808
size=128,binary map,30,,,24108364.0,ns,3143550
size=128,binary map,30,,,25077979.0,ns,3269292
size=128,binary map,30,,,26037333.0,ns,3395034
size=128,binary map,30,,,27004557.0,ns,3520776
size=128,binary map,30,,,27976143.0,ns,3646518
size=128,binary map,30,,,29035854.0,ns,3772260
size=128,binary map,30,,,30023449.0,ns,3898002
size=128,binary map,30,,,30852662.0,ns,4023744
size=128,binary map,30,,,31819352.0,ns,4149486
size=128,binary map,30,,,32782027.0,ns,4275228
size=128,binary map,30,,,33754551.0,ns,4400970
size=128,binary map,30,,,34708483.0,ns,4526712
size=128,binary map,30,,,35672212.0,ns,4652454
size=128,binary map,30,,,36636194.0,ns,4778196
size=128,binary map,30,,,37610422.0,ns,4903938
size=128,binary map,30,,,38571018.0,ns,5029680
size=128,binary map,30,,,39538370.0,ns,5155422
size=128,binary map,30,,,40505650.0,ns,5281164
size=128,binary map,30,,,41456662.0,ns,5406906
size=128,binary map,30,,,42652061.0,ns,5532648
size=128,binary map,30,,,43402723.0,ns,5658390
size=128,binary map,30,,,44357747.0,ns,5784132
size=128,binary map,30,,,45320062.0,ns,5909874
size=128,binary map,30,,,46270945.0,ns,6035616
size=128,binary map,30,,,47244309.0,ns,6161358
size=128,binary map,30,,,48203194.0,ns,6287100
size=128,binary map,30,,,49173675.0,ns,6412842
size=128,binary map,30,,,50133233.0,ns,6538584
size=128,binary map,30,,,51098755.0,ns,6664326
size=128,binary map,30,,,52059813.0,ns,6790068
size=128,binary map,30,,,53356097.0,ns,6915810
size=128,binary map,30,,,54179134.0,ns,7041552
size=128,binary map,30,,,54962808.0,ns,7167294
size=128,binary map,30,,,56196543.0,ns,7293036
size=128,binary map,30,,,61741121.0,ns,7418778
size=128,binary map,30,,,59544837.0,ns,7544520
size=128,binary map,30,,,60505812.0,ns,7670262
size=128,binary map,30,,,62501721.0,ns,7796004
size=128,binary map,30,,,61271457.0,ns,7921746
size=128,binary map,30,,,61686589.0,ns,8047488
size=128,binary map,30,,,62636535.0,ns,8173230
size=128,binary map,30,,,63607084.0,ns,8298972
size=128,binary map,30,,,64565583.0,ns,8424714
size=128,binary map,30,,,65532376.0,ns,8550456
size=128,binary map,30,,,66506441.0,ns,8676198
size=128,binary map,30,,,67463122.0,ns,8801940
size=128,binary map,30,,,68748797.0,ns,8927682
size=128,binary map,30,,,69430325.0,ns,9053424
size=128,binary map,30,,,71468906.0,ns,9179166
size=128,binary map,30,,,71339155.0,ns,9304908
size=128,binary map,30,,,72316600.0,ns,9430650
size=128,binary map,30,,,73275459.0,ns,9556392
size=128,binary map,30,,,74327235.0,ns,9682134
size=128,binary map,30,,,75336548.0,ns,9807876
size=128,binary map,30,,,76175203.0,ns,9933618
size=128,binary map,30,,,77129266.0,ns,10059360
size=128,binary map,30,,,78094978.0,ns,10185102
size=128,binary map,30,,,79053310.0,ns,10310844
size=128,binary map,30,,,80079174.0,ns,10436586
size=128,binary map,30,,,80586229.0,ns,10562328
size=128,binary map,30,,,80302939.0,ns,10688070
size=128,binary map,30,,,82887276.0,ns,10813812
size=128,binary map,30,,,83865088.0,ns,10939554
size=128,binary map,30,,,84840512.0,ns,11065296
size=128,binary map,30,,,86775787.0,ns,11191038
size=128,binary map,30,,,87087174.0,ns,11316780
size=128,binary map,30,,,87751139.0,ns,11442522
size=128,binary map,30,,,88791421.0,ns,11568264
size=128,binary map,30,,,89664322.0,ns,11694006
size=128,binary map,30,,,90613363.0,ns,11819748
size=128,binary map,30,,,91894583.0,ns,11945490
size=128,binary map,30,,,92936775.0,ns,12071232
size=128,binary map,30,,,93573076.0,ns,12196974
size=128,binary map,30,,,94455908.0,ns,12322716
size=128,binary map,30,,,95430895.0,ns,12448458
size=128,binary map,30,,,96364101.0,ns,12574200
